en,ru
she had the last word,she had the last word
The constituency was polled to the last man,The constituency was polled to the last man
the last shift,the last shift
the last straw,the last straw
the last word on something,the last word on something
the late president,the late president
the meeting is not going to last this long,the meeting is not going to last this long
to last an hour,to last an hour
where did we leave off last time?,where did we leave off last time?
- на чем мы остановились в прошлый раз?,- на чем мы остановились в прошлый раз?
you go on and I will rejoin you later,you go on and I will rejoin you later
"you were late, I take it","you were late, I take it"
you won't be late anyhow,you won't be late anyhow
"во всяком случае , вы не опоздаете","во всяком случае , вы не опоздаете"
you won't be late anyway,you won't be late anyway
the last shift,the last
the last straw,the last but one
the last word on something,the last cast the last of
where did we leave off last time? -,where did we leave off last time? -
this,whether or not this comes to pass
take this book and I'll take that one,take this book and I'll take that one
this is what I think,this is what I think
this will never do,this will never do
"это не годится, это не подходит","это не годится, это не подходит"
this way,the way to Moscow
article on this theme,на помощь
1 2 3 4 5 6 7 8 9 10,3 is to 4 as 6 is to 8
Business,keen man of business
no n,i n
act after one's kind,act after one's kind
all kinds of things,all kinds of things
all of a kind,all of a kind
coffee of a kind,coffee of a kind
in a kind of homage,in a kind of homage
in kind,in kind
kind of,kind of
nothing of the kind,nothing of the kind
ничего подобного,ничего подобного
of a better kind,of a better kind
pay in kind,pay in kind
people of every sort and kind,people of every sort and kind
rent in kind,rent in kind
thank you for your kind thought of me,thank you for your kind thought of me
the worst kind,the worst kind
this table is made out of different kinds of wood,this table is made out of different kinds of wood
two of a kind,two of a kind
what kind of,what kind of
what kind of man is he?,what kind of man is he?
"каков он, что он собой представляет?","каков он, что он собой представляет?"
mark my words!,mark my words!
English,a day or so
he is too weak to stand,he is too weak to stand
do somebody's dirty work for him,do somebody's dirty work for him
he comes of a working family,he comes of a working family
he gave us this work to do,he gave us this work to do
he would stand for hours watching the machine work,he would stand for hours watching the machine work
his plans do not work in with ours,his plans do not work in with ours
It'll never pay to work this mine,It'll never pay to work this mine
knuckle down to one's work,knuckle down to one's work
решительно,решительно
large amount of work,large amount of work
out of work,out of work
soon after he arrived he began to work at school,soon after he arrived he began to work at school
the working class,the working class
рабочий класс;,рабочий класс;
the work is as good as done,the work is as good as done
"the work is badly done, it must be done over","the work is badly done, it must be done over"
the work is well on,the work is well on
the work needs care,the work needs care
this work comes to me,this work comes to me
to fall down on one's work,to fall down on one's work
"to make short work of something, somebody","to make short work of something, somebody"
to work full time,to work full time
to work like a horse,to work like a horse
to work off one's bad temper on somebody,to work off one's bad temper on somebody
to work off one's excess weight,to work off one's excess weight
to work one's passage,to work one's passage
to work on somebody's conscience,to work on somebody's conscience
to work part time,to work part time
to work under a professor,to work under a professor
to work under the direction of somebody,to work under the direction of somebody
"you will be paid according as you work,","you will be paid according as you work,"
It'll never pay to work this mine -,It'll never pay to work this mine -
cross one's t's and dot one's i's,cross one's t's and dot one's i's
dot the i's and cross the t's,dot the i's and cross the t's
English,Russian
Gerry,Gerry
gerrymander,gerrymander
gerund-grinder,gerund-grinder
gerundive,gerundive
gesso,gesso
gesticulate,gesticulate
get,get
get-at-able,get-at-able
get-together,get-together
get-tough,get-tough
get-up,get-up
gewgaw,gewgaw
geyser,geyser
gharri,gharri
gharry,gharry
we can get it for you,we can get it for you
to get advantage,to get advantage
to get a living,to get a living
to get an illness,to get an illness
to get a new coat,to get a new coat
I get letters every day,I get letters every day
to get a leave,to get a leave
to get singing lessons,to get singing lessons
to get glory,to get glory
get me a chair,get me a chair
we cannot get to Moscow tonight,we cannot get to Moscow tonight
I don't get you,I don't get you
я вас не понимаю;,я вас не понимаю;
to get it right,to get it right
the answer got me,the answer got me
go and get your breakfast,go and get your breakfast
+ inf.),+ inf.)
to get somebody to speak,to get somebody to speak
we got our friends to come to dinner,we got our friends to come to dinner
to get a tree to grow in a bad soil,to get a tree to grow in a bad soil
I got my hair cut,I got my hair cut
you must get your coat made,you must get your coat made
you'll get your feet wet,you'll get your feet wet
she's got her face scratched,she's got her face scratched
to get to know,to get to know
узнать;,узнать;
they got talking,they got talking
to get angry,to get angry
to get old,to get old
to get married,to get married
жениться;,жениться;
you'll get left behind,you'll get left behind
